user_id,order_id,order_value,order_date,delivery_pincode
U000791,O001970,535.32,2026-01-02,366740
U000791,O001971,1005.15,2026-02-08,366740
U000792,O001972,742.66,2026-01-16,507597
U000792,O001973,542.15,2026-02-06,507597
U000793,O001974,1007.93,2026-06-14,882328
U000793,O001975,307.22,2026-06-25,882328
U000794,O001976,695.91,2026-07-30,576657
U000795,O001977,466.74,2025-12-31,651101
U000795,O001978,801.76,2026-01-03,651101
U000796,O001979,597.69,2025-11-16,410293
U000796,O001980,446.87,2025-12-27,410293
U000796,O001981,935.47,2026-01-12,410293
U000796,O001982,141.95,2026-03-16,410293
U000798,O001983,501.71,2025-11-21,724495
U000798,O001984,450.01,2025-11-30,724495
U000798,O001985,844.19,2025-12-23,724495
U000799,O001986,677.36,2026-01-24,639047
U000802,O001987,49.0,2026-01-31,131685
U000802,O001988,295.75,2026-03-30,131685
U000805,O001989,200.04,2026-03-14,833850
U000806,O001990,648.19,2025-09-22,444037
U000806,O001991,783.47,2025-10-23,444037
U000806,O001992,905.22,2025-11-03,444037
U000806,O001993,452.89,2025-12-09,444037
U000806,O001994,948.37,2025-12-11,444037
U000807,O001995,823.16,2026-05-31,355362
U000807,O001996,281.29,2026-07-14,355362
U000808,O001997,670.67,2025-11-15,608366
U000808,O001998,863.66,2025-12-30,608366
U000808,O001999,653.28,2026-01-02,608366
U000810,O002000,205.57,2026-01-27,560387
U000810,O002001,889.09,2026-02-06,560387
U000810,O002002,1139.97,2026-02-26,560387
U000810,O002003,1040.07,2026-03-12,560387
U000810,O002004,229.54,2026-04-24,560387
U000811,O002005,562.87,2026-07-06,318135
U000811,O002006,783.24,2026-08-16,318135
U000812,O002007,632.65,2025-10-06,226244
U000812,O002008,988.34,2025-10-09,226244
U000813,O002009,485.23,2026-04-08,313310
U000814,O002010,399.38,2025-10-29,747483
U000814,O002011,493.17,2026-01-04,747483
U000816,O002012,800.84,2025-10-31,551937
U000817,O002013,145.73,2026-04-05,764288
U000817,O002014,500.05,2026-06-06,764288
U000818,O002015,454.8,2025-11-11,884239
U000818,O002016,552.01,2025-12-02,884239
U000819,O002017,1266.26,2025-10-11,154331
U000819,O002018,694.35,2025-10-27,154331
U000820,O002019,502.84,2026-01-01,353073
U000820,O002020,1545.9,2026-01-27,353073
U000823,O002021,350.11,2026-01-31,677009
U000823,O002022,495.27,2026-03-01,677009
U000823,O002023,1026.53,2026-03-22,677009
U000823,O002024,856.01,2026-05-05,677009
U000824,O002025,539.26,2026-07-26,613456
U000824,O002026,577.91,2026-08-05,613456
U000824,O002027,740.22,2026-08-12,613456
U000825,O002028,880.28,2026-04-20,258904
U000825,O002029,744.12,2026-04-25,258904
U000825,O002030,204.62,2026-06-09,258904
U000826,O002031,676.58,2025-11-16,798142
U000826,O002032,502.3,2025-11-24,798142
U000826,O002033,1044.44,2025-11-30,798142
U000827,O002034,984.84,2025-10-26,130676
U000827,O002035,1055.61,2025-11-14,130676
U000828,O002036,1279.82,2026-04-09,478157
U000828,O002037,353.64,2026-05-09,478157
U000829,O002038,866.91,2026-01-08,266861
U000830,O002039,748.1,2025-10-07,257898
U000831,O002040,399.46,2026-02-21,212939
U000831,O002041,917.46,2026-04-21,212939
U000831,O002042,575.26,2026-04-30,212939
U000831,O002043,217.58,2026-05-11,212939
U000831,O002044,517.59,2026-05-20,212939
U000832,O002045,642.28,2025-12-19,688682
U000832,O002046,49.0,2026-01-08,688682
U000832,O002047,662.53,2026-01-31,688682
U000832,O002048,306.8,2026-02-09,688682
U000833,O002049,1009.48,2026-07-16,329665
U000834,O002050,644.64,2026-06-24,877462
U000834,O002051,490.59,2026-07-17,877462
U000834,O002052,381.35,2026-07-30,877462
U000834,O002053,834.04,2026-08-05,877462
U000834,O002054,461.96,2026-08-12,877462
U000835,O002055,681.58,2026-08-21,835838
U000836,O002056,695.18,2026-02-09,191501
U000836,O002057,625.19,2026-02-22,191501
U000837,O002058,990.86,2026-01-22,834652
U000837,O002059,618.96,2026-02-01,834652
U000837,O002060,503.13,2026-04-25,834652
U000837,O002061,662.57,2026-04-27,834652
U000838,O002062,1441.0,2025-10-23,689694
U000838,O002063,1346.98,2026-02-17,689694
U000839,O002064,538.68,2026-07-11,328001
U000839,O002065,721.93,2026-07-29,328001
U000839,O002066,407.59,2026-08-03,328001
U000840,O002067,913.7,2026-06-21,812855
U000841,O002068,366.05,2025-10-12,119095
U000841,O002069,190.92,2025-11-04,119095
U000841,O002070,613.27,2025-12-12,119095
U000842,O002071,501.74,2026-08-23,286798
U000843,O002072,205.4,2026-05-24,726948
U000843,O002073,317.36,2026-06-07,726948
U000844,O002074,711.01,2026-02-24,577243
U000845,O002075,508.77,2026-07-06,103093
U000847,O002076,986.36,2025-11-17,881384
U000847,O002077,682.31,2026-03-10,881384
U000847,O002078,949.47,2026-04-11,881384
U000847,O002079,1311.94,2026-05-06,881384
U000847,O002080,673.89,2026-05-28,881384
U000847,O002081,487.89,2026-06-18,881384
U000848,O002082,409.55,2025-12-12,381374
U000848,O002083,583.78,2026-01-07,381374
U000849,O002084,250.2,2026-02-22,767058
U000849,O002085,1041.22,2026-03-13,767058
U000849,O002086,335.86,2026-04-26,767058
U000849,O002087,424.44,2026-06-24,767058
U000850,O002088,1110.96,2026-06-12,556938
U000850,O002089,864.9,2026-06-14,556938
U000850,O002090,1669.44,2026-07-07,556938
U000851,O002091,771.19,2026-08-10,738717
U000852,O002092,441.63,2026-07-25,110576
U000853,O002093,743.3,2026-07-17,602473
U000854,O002094,348.65,2025-10-20,428034
U000855,O002095,433.53,2026-04-08,868450
U000855,O002096,691.66,2026-06-14,868450
U000855,O002097,899.45,2026-06-16,868450
U000856,O002098,889.43,2026-07-30,129746
U000857,O002099,1082.99,2026-08-14,294271
U000858,O002100,89.02,2026-02-28,264660
U000859,O002101,548.52,2026-01-12,683568
U000859,O002102,1014.35,2026-06-03,683568
U000859,O002103,1070.33,2026-06-23,683568
U000860,O002104,1410.0,2026-08-11,571941
U000860,O002105,778.63,2026-08-21,571941
U000861,O002106,881.14,2025-11-28,737208
U000861,O002107,762.13,2025-12-30,737208
U000861,O002108,817.62,2026-03-02,737208
U000862,O002109,1139.04,2025-10-14,624049
U000862,O002110,761.1,2025-10-23,624049
U000862,O002111,768.77,2025-11-06,624049
U000863,O002112,614.85,2026-06-10,873632
U000863,O002113,782.99,2026-08-16,873632
U000864,O002114,704.63,2026-08-01,219030
U000864,O002115,1285.77,2026-08-21,219030
U000864,O002116,252.53,2026-08-26,219030
U000865,O002117,519.79,2026-05-15,260182
U000865,O002118,1148.13,2026-05-27,260182
U000865,O002119,894.34,2026-06-15,260182
U000866,O002120,371.75,2025-10-24,261480
U000866,O002121,1180.94,2025-10-30,261480
U000866,O002122,1024.54,2025-11-23,261480
U000866,O002123,692.93,2025-12-27,261480
U000867,O002124,350.51,2026-07-10,448801
U000867,O002125,319.61,2026-07-17,448801
U000868,O002126,869.65,2026-04-09,471468
U000868,O002127,452.49,2026-04-30,471468
U000868,O002128,471.65,2026-05-06,471468
U000869,O002129,553.47,2026-08-25,794134
U000870,O002130,640.26,2026-05-29,298154
U000870,O002131,1139.33,2026-06-01,298154
U000871,O002132,430.1,2026-01-08,615523
U000871,O002133,238.28,2026-02-14,615523
U000871,O002134,558.31,2026-02-22,615523
U000872,O002135,994.71,2026-05-14,615056
U000872,O002136,462.93,2026-05-27,615056
U000872,O002137,602.87,2026-07-18,615056
U000872,O002138,596.71,2026-08-01,615056
U000873,O002139,794.02,2025-12-15,324863
U000873,O002140,1064.96,2026-01-16,324863
U000873,O002141,841.56,2026-02-28,324863
U000874,O002142,1159.29,2026-04-10,698104
U000874,O002143,674.38,2026-06-28,698104
U000875,O002144,1003.65,2026-04-04,525836
U000875,O002145,650.44,2026-05-02,525836
U000875,O002146,447.9,2026-05-17,525836
U000875,O002147,449.84,2026-06-16,525836
U000876,O002148,917.84,2026-06-30,359099
U000876,O002149,698.55,2026-07-04,359099
U000876,O002150,1140.31,2026-07-19,359099
U000876,O002151,1027.75,2026-07-22,359099
U000877,O002152,1191.53,2026-01-31,233199
U000877,O002153,591.44,2026-02-15,233199
U000879,O002154,432.18,2025-11-23,529122
U000880,O002155,223.6,2026-02-06,629381
U000880,O002156,1175.69,2026-02-26,629381
U000880,O002157,512.29,2026-03-15,629381
U000881,O002158,824.52,2026-04-12,803364
U000881,O002159,200.83,2026-05-03,803364
U000882,O002160,867.95,2026-05-05,761834
U000882,O002161,548.14,2026-07-07,761834
U000884,O002162,938.28,2026-05-30,815082
U000884,O002163,565.11,2026-06-08,815082
U000885,O002164,965.83,2026-06-28,668786
U000886,O002165,940.95,2025-12-02,236868
U000886,O002166,720.83,2025-12-16,236868
U000886,O002167,993.85,2025-12-28,236868
U000886,O002168,1032.11,2026-01-27,236868
U000886,O002169,977.39,2026-03-25,236868
U000887,O002170,632.56,2026-06-30,296415
U000888,O002171,803.16,2026-08-01,473865
U000888,O002172,710.52,2026-08-17,473865
U000889,O002173,904.49,2025-10-13,227681
U000889,O002174,844.48,2026-01-09,227681
U000890,O002175,299.64,2026-02-23,579855
U000890,O002176,551.49,2026-02-24,579855
U000890,O002177,982.32,2026-03-02,579855
U000892,O002178,819.98,2026-07-15,529166
U000893,O002179,1093.44,2026-02-20,785534
U000893,O002180,205.28,2026-03-31,785534
U000894,O002181,699.35,2025-10-25,481550
U000894,O002182,582.47,2025-11-18,481550
U000894,O002183,1025.38,2025-11-29,481550
U000894,O002184,1062.9,2025-12-07,481550
U000895,O002185,882.79,2026-06-16,844530
U000895,O002186,804.34,2026-07-03,844530
U000895,O002187,774.57,2026-07-22,844530
U000895,O002188,808.75,2026-08-02,844530
U000896,O002189,49.0,2026-02-16,162829
U000896,O002190,522.83,2026-04-18,162829
U000896,O002191,668.97,2026-06-15,162829
U000897,O002192,567.25,2025-12-25,843262
U000897,O002193,707.63,2026-01-15,843262
U000897,O002194,678.32,2026-02-21,843262
U000897,O002195,1290.71,2026-05-17,843262
U000898,O002196,998.5,2026-08-09,865845
U000899,O002197,1022.84,2026-05-28,546834
U000899,O002198,1135.32,2026-06-03,546834
U000900,O002199,346.47,2025-12-09,498182
U000900,O002200,551.58,2026-01-17,498182
U000900,O002201,523.73,2026-02-19,498182
U000900,O002202,181.87,2026-03-25,498182
U000900,O002203,434.26,2026-04-12,498182
U000901,O002204,620.84,2025-11-22,428521
U000902,O002205,629.51,2026-01-25,527379
U000902,O002206,570.97,2026-04-03,527379
U000902,O002207,369.25,2026-04-14,527379
U000902,O002208,327.23,2026-05-14,527379
U000902,O002209,809.1,2026-06-01,527379
U000902,O002210,741.35,2026-07-05,527379
U000903,O002211,522.85,2025-11-12,768567
U000905,O002212,420.32,2025-12-20,824270
U000905,O002213,135.45,2026-01-27,824270
U000907,O002214,897.78,2026-08-17,647766
U000908,O002215,1074.56,2026-08-04,314857
U000908,O002216,1202.54,2026-08-13,314857
U000908,O002217,606.4,2026-08-16,314857
U000909,O002218,754.22,2026-06-25,840021
U000909,O002219,735.01,2026-07-07,840021
U000909,O002220,573.84,2026-07-24,840021
U000910,O002221,560.1,2026-07-05,236582
U000910,O002222,954.02,2026-07-06,236582
U000910,O002223,1038.01,2026-07-17,236582
U000911,O002224,776.58,2026-05-08,849694
U000911,O002225,870.92,2026-05-25,849694
U000913,O002226,458.76,2026-07-13,806651
U000914,O002227,589.22,2025-10-21,432433
U000914,O002228,944.0,2025-12-16,432433
U000915,O002229,595.16,2025-12-12,414026
U000918,O002230,388.31,2026-03-03,692151
U000918,O002231,565.16,2026-03-24,692151
U000918,O002232,634.98,2026-05-23,692151
U000918,O002233,569.15,2026-05-30,692151
U000918,O002234,670.74,2026-06-15,692151
U000919,O002235,594.94,2026-07-17,227471
U000920,O002236,615.51,2025-11-09,151371
U000921,O002237,759.73,2026-04-04,548409
U000921,O002238,998.97,2026-04-20,548409
U000922,O002239,859.17,2025-10-07,426452
U000922,O002240,545.74,2025-11-11,426452
U000923,O002241,682.17,2026-08-05,404917
U000924,O002242,500.04,2026-03-17,797610
U000924,O002243,968.65,2026-03-22,797610
U000924,O002244,552.95,2026-06-02,797610
U000925,O002245,821.15,2026-01-11,535173
U000925,O002246,948.32,2026-02-09,535173
U000925,O002247,723.23,2026-03-06,535173
U000925,O002248,732.17,2026-03-11,535173
U000926,O002249,724.67,2026-07-05,704648
U000926,O002250,532.65,2026-07-16,704648
U000926,O002251,575.61,2026-08-04,704648
U000927,O002252,506.01,2026-06-01,272982
U000927,O002253,916.87,2026-08-09,272982
U000928,O002254,1061.34,2025-10-13,779733
U000928,O002255,671.79,2025-12-15,779733
U000928,O002256,1081.97,2025-12-21,779733
U000928,O002257,303.96,2025-12-29,779733
U000929,O002258,1120.27,2025-11-20,842096
U000930,O002259,623.24,2026-02-23,732351
U000931,O002260,1133.09,2025-10-30,326339
U000931,O002261,701.17,2025-11-19,326339
U000931,O002262,639.54,2026-01-11,326339
U000932,O002263,580.67,2026-08-23,221937
U000933,O002264,636.09,2026-02-16,361719
U000933,O002265,940.44,2026-04-04,361719
U000933,O002266,84.3,2026-05-29,361719
U000933,O002267,526.56,2026-07-03,361719
U000934,O002268,485.65,2026-01-07,262897
U000935,O002269,1003.1,2026-05-27,587479
U000935,O002270,256.26,2026-06-07,587479
U000936,O002271,356.22,2026-04-05,680645
U000937,O002272,646.65,2026-01-16,291535
U000937,O002273,431.84,2026-01-24,291535
U000938,O002274,599.97,2026-06-27,442313
U000938,O002275,370.06,2026-08-08,442313
U000938,O002276,852.04,2026-08-20,442313
U000939,O002277,676.13,2026-03-30,365996
U000939,O002278,347.66,2026-05-29,365996
U000939,O002279,507.65,2026-07-09,365996
U000940,O002280,247.99,2026-03-14,225629
U000941,O002281,689.0,2025-12-11,665742
U000944,O002282,331.09,2025-12-22,725640
U000945,O002283,504.26,2026-02-15,349981
U000945,O002284,459.97,2026-03-10,349981
U000946,O002285,632.73,2026-06-14,137599
U000946,O002286,477.95,2026-08-03,137599
U000948,O002287,747.43,2026-03-18,283602
U000948,O002288,793.98,2026-04-13,283602
U000948,O002289,49.0,2026-04-18,283602
U000949,O002290,794.76,2025-10-08,204857
U000950,O002291,553.08,2026-07-21,242032
U000950,O002292,1050.67,2026-08-22,242032
U000951,O002293,433.05,2026-05-03,401909
U000952,O002294,759.98,2026-07-07,498739
U000952,O002295,841.07,2026-08-05,498739
U000954,O002296,507.46,2025-12-20,326720
U000955,O002297,914.9,2026-04-15,633601
U000955,O002298,804.97,2026-06-12,633601
U000956,O002299,565.45,2025-10-14,516347
U000956,O002300,458.94,2025-10-30,516347
U000957,O002301,358.35,2026-04-30,522637
U000957,O002302,673.87,2026-05-16,522637
U000958,O002303,535.51,2026-06-27,563361
U000959,O002304,872.04,2026-02-06,437993
U000959,O002305,543.26,2026-02-09,437993
U000959,O002306,760.43,2026-02-12,437993
U000959,O002307,981.59,2026-03-01,437993
U000959,O002308,721.87,2026-06-19,437993
U000959,O002309,148.64,2026-07-08,437993
U000960,O002310,1277.06,2026-06-14,898615
U000960,O002311,950.68,2026-07-14,898615
U000960,O002312,525.78,2026-08-02,898615
U000961,O002313,341.99,2026-03-16,311882
U000961,O002314,598.47,2026-04-11,311882
U000961,O002315,760.02,2026-07-13,311882
U000961,O002316,1059.59,2026-08-14,311882
U000962,O002317,1204.36,2026-01-09,515108
U000962,O002318,1007.16,2026-01-11,515108
U000962,O002319,589.79,2026-01-19,515108
U000963,O002320,528.59,2026-07-12,691293
U000964,O002321,410.54,2025-10-31,465653
U000964,O002322,955.56,2025-11-18,465653
U000964,O002323,748.59,2025-11-25,465653
U000964,O002324,477.85,2025-12-06,465653
U000965,O002325,816.75,2026-06-15,327476
U000965,O002326,582.04,2026-06-25,327476
U000966,O002327,791.0,2025-12-07,523453
U000966,O002328,681.01,2026-01-10,523453
U000968,O002329,325.39,2025-12-12,413504
U000968,O002330,548.4,2025-12-28,413504
U000968,O002331,190.22,2026-01-27,413504
U000969,O002332,730.79,2025-12-24,648485
U000969,O002333,556.93,2026-01-14,648485
U000969,O002334,484.78,2026-03-22,648485
U000970,O002335,958.12,2025-10-20,445644
U000970,O002336,455.64,2025-10-26,445644
U000971,O002337,629.54,2026-02-21,368020
U000971,O002338,227.98,2026-04-09,368020
U000971,O002339,466.67,2026-04-30,368020
U000971,O002340,577.78,2026-05-25,368020
U000971,O002341,729.34,2026-06-04,368020
U000972,O002342,669.11,2026-02-14,406759
U000973,O002343,634.41,2026-02-23,474589
U000973,O002344,734.4,2026-04-08,474589
U000973,O002345,472.44,2026-04-12,474589
U000973,O002346,1032.28,2026-04-14,474589
U000974,O002347,569.67,2026-03-31,231750
U000974,O002348,49.0,2026-08-17,231750
U000974,O002349,149.6,2026-08-25,231750
U000975,O002350,452.55,2025-12-02,640588
U000975,O002351,1409.11,2026-02-08,640588
U000975,O002352,581.63,2026-02-12,640588
U000976,O002353,882.4,2026-06-29,420888
U000976,O002354,1095.92,2026-08-04,420888
U000976,O002355,989.44,2026-08-18,420888
U000977,O002356,307.04,2025-12-07,158219
U000977,O002357,424.81,2026-04-14,158219
U000978,O002358,560.14,2026-06-16,387232
U000978,O002359,775.55,2026-08-06,387232
U000979,O002360,501.0,2026-04-18,260394
U000980,O002361,929.92,2026-02-12,528460
U000980,O002362,669.06,2026-02-24,528460
U000980,O002363,49.0,2026-03-23,528460
U000981,O002364,735.14,2026-06-02,291839
U000981,O002365,687.49,2026-06-30,291839
U000981,O002366,287.26,2026-07-09,291839
U000981,O002367,49.0,2026-08-20,291839
U000983,O002368,884.44,2026-07-04,740566
U000983,O002369,1078.1,2026-07-08,740566
U000983,O002370,761.42,2026-07-23,740566
U000984,O002371,481.04,2025-11-02,463460
U000984,O002372,439.41,2025-12-27,463460
U000984,O002373,610.02,2026-01-25,463460
U000985,O002374,711.65,2026-05-30,174326
U000985,O002375,523.36,2026-06-11,174326
U000985,O002376,487.89,2026-07-01,174326
U000985,O002377,398.41,2026-07-18,174326
U000986,O002378,487.96,2026-04-23,882282
U000986,O002379,485.84,2026-05-07,882282
U000986,O002380,274.59,2026-05-17,882282
U000986,O002381,730.52,2026-05-21,882282
U000987,O002382,725.29,2026-04-17,295436
U000987,O002383,1116.83,2026-04-20,295436
U000987,O002384,724.02,2026-06-15,295436
U000988,O002385,667.58,2026-06-10,819618
U000988,O002386,281.65,2026-07-29,819618
U000988,O002387,745.64,2026-08-16,819618
U000990,O002388,643.72,2025-10-31,542484
U000991,O002389,609.07,2026-08-26,424237
U000992,O002390,416.51,2026-04-05,165308
U000992,O002391,846.32,2026-04-15,165308
U000992,O002392,736.97,2026-04-30,165308
U000992,O002393,593.88,2026-06-15,165308
U000992,O002394,678.64,2026-07-13,165308
U000992,O002395,134.32,2026-07-18,165308
U000993,O002396,964.09,2026-04-03,661956
U000994,O002397,1174.04,2026-06-03,367606
U000994,O002398,49.0,2026-06-29,367606
U000994,O002399,49.0,2026-07-10,367606
U000994,O002400,49.0,2026-07-25,367606
U000995,O002401,383.05,2026-08-12,633685
U000996,O002402,361.77,2025-10-29,821428
U000996,O002403,856.55,2025-11-07,821428
U000996,O002404,579.65,2025-12-04,821428
U000996,O002405,504.01,2026-01-14,821428
U000997,O002406,646.94,2025-10-12,364348
U000998,O002407,450.01,2026-03-25,839720
U000998,O002408,901.31,2026-04-23,839720
U000999,O002409,470.79,2025-09-07,583919
U001000,O002410,683.13,2025-11-30,299996
U001000,O002411,334.05,2026-01-08,299996
U001000,O002412,754.11,2026-03-04,299996
U001000,O002413,639.02,2026-05-27,299996
U001001,O002414,310.99,2026-03-04,399215
U001001,O002415,340.33,2026-04-06,399215
U001002,O002416,691.32,2025-11-23,574984
U001002,O002417,488.18,2025-12-24,574984
U001002,O002418,430.54,2026-01-13,574984
U001004,O002419,757.68,2025-12-16,221059
U001004,O002420,338.06,2026-01-02,221059
U001004,O002421,732.1,2026-02-01,221059
U001004,O002422,1120.06,2026-03-04,221059
U001005,O002423,1071.69,2025-09-11,487389
U001005,O002424,710.22,2025-09-13,487389
U001005,O002425,49.0,2026-01-16,487389
U001005,O002426,447.94,2026-01-28,487389
U001006,O002427,694.51,2026-02-11,126064
U001006,O002428,549.77,2026-02-14,126064
U001006,O002429,490.26,2026-04-07,126064
U001006,O002430,847.42,2026-04-20,126064
U001006,O002431,173.49,2026-05-11,126064
U001006,O002432,866.61,2026-06-07,126064
U001007,O002433,791.84,2026-06-12,318436
U001008,O002434,49.0,2026-01-04,577967
U001009,O002435,717.87,2025-12-06,890990
U001009,O002436,985.38,2025-12-25,890990
U001011,O002437,476.28,2026-08-07,567002
U001011,O002438,1327.36,2026-08-15,567002
U001012,O002439,1180.97,2026-08-23,429973
U001013,O002440,922.99,2026-01-12,411506
U001013,O002441,722.47,2026-01-25,411506
U001013,O002442,619.78,2026-03-13,411506
U001014,O002443,973.19,2026-08-11,638982
U001015,O002444,644.64,2026-05-28,362898
U001016,O002445,76.0,2025-12-31,483271
U001016,O002446,360.49,2026-01-19,483271
U001017,O002447,350.4,2026-01-21,717201
U001017,O002448,354.09,2026-02-25,717201
U001017,O002449,404.84,2026-02-26,717201
U001019,O002450,917.13,2025-12-27,429132
U001020,O002451,656.0,2025-12-11,367519
U001020,O002452,168.26,2026-02-28,367519
U001021,O002453,581.5,2025-11-24,688135
U001021,O002454,834.76,2026-02-05,688135
U001023,O002455,729.19,2026-01-29,247947
U001024,O002456,264.84,2026-07-29,788222
U001026,O002457,721.62,2026-08-01,103278
U001027,O002458,267.85,2026-04-26,642083
U001029,O002459,1218.65,2025-09-22,751214
U001029,O002460,604.9,2025-09-30,751214
U001029,O002461,710.01,2025-10-01,751214
U001029,O002462,629.9,2025-11-07,751214
U001029,O002463,491.69,2025-11-23,751214
U001030,O002464,311.81,2026-05-19,175188
U001031,O002465,916.34,2026-01-17,740130
U001032,O002466,1069.55,2025-12-31,577914
U001032,O002467,541.63,2026-01-08,577914
U001032,O002468,686.75,2026-01-11,577914
U001033,O002469,411.06,2025-12-05,682267
U001033,O002470,208.08,2025-12-08,682267
U001035,O002471,685.54,2026-08-25,651264
U001036,O002472,310.43,2025-11-24,792111
U001036,O002473,142.49,2026-01-06,792111
U001036,O002474,447.7,2026-01-26,792111
U001037,O002475,1159.07,2025-11-16,701935
U001037,O002476,1247.01,2026-01-12,701935
U001037,O002477,49.0,2026-06-28,701935
U001037,O002478,684.17,2026-07-05,701935
U001037,O002479,1525.11,2026-07-06,701935
U001038,O002480,793.65,2025-11-24,700543
U001038,O002481,935.91,2025-12-07,700543
U001039,O002482,788.97,2026-06-14,364395
U001039,O002483,1022.73,2026-06-18,364395
U001039,O002484,572.99,2026-06-20,364395
U001040,O002485,786.69,2026-04-06,318997
U001040,O002486,412.03,2026-05-15,318997
U001040,O002487,353.34,2026-06-19,318997
U001040,O002488,502.74,2026-07-16,318997
U001041,O002489,569.63,2026-07-16,818309
U001041,O002490,437.37,2026-07-18,818309
U001043,O002491,248.7,2026-05-16,434527
U001043,O002492,833.65,2026-06-10,434527
U001044,O002493,392.05,2026-03-17,879849
U001045,O002494,1039.88,2026-02-18,436458
U001045,O002495,361.36,2026-03-22,436458
U001046,O002496,650.07,2026-03-16,295489
U001046,O002497,82.39,2026-03-19,295489
U001046,O002498,631.36,2026-04-01,295489
U001047,O002499,962.54,2026-06-26,862734
U001047,O002500,515.31,2026-06-29,862734
U001047,O002501,851.72,2026-07-11,862734
U001047,O002502,1202.99,2026-07-29,862734
U001047,O002503,557.44,2026-08-22,862734
U001048,O002504,245.98,2025-12-14,149481
U001048,O002505,207.71,2025-12-28,149481
U001049,O002506,339.29,2026-03-20,515081
U001049,O002507,506.14,2026-03-27,515081
U001049,O002508,1138.8,2026-04-14,515081
U001049,O002509,287.46,2026-04-26,515081
U001049,O002510,773.63,2026-05-27,515081
U001049,O002511,594.07,2026-06-03,515081
U001050,O002512,506.19,2025-12-22,317086
U001050,O002513,286.92,2026-05-05,317086
U001052,O002514,1078.47,2026-05-08,257870
U001052,O002515,433.1,2026-05-18,257870
U001052,O002516,555.18,2026-08-09,257870
U001052,O002517,49.0,2026-08-21,257870
U001053,O002518,787.4,2026-05-14,692744
U001053,O002519,1013.01,2026-05-30,692744
U001053,O002520,733.49,2026-06-06,692744
U001053,O002521,917.66,2026-07-23,692744
U001055,O002522,715.44,2026-07-08,423989
U001055,O002523,929.27,2026-08-20,423989
U001056,O002524,1193.16,2025-12-09,835788
U001056,O002525,444.49,2025-12-13,835788
U001058,O002526,1187.93,2025-12-15,522074
U001058,O002527,533.73,2025-12-22,522074
U001058,O002528,150.38,2026-01-29,522074
U001058,O002529,1080.2,2026-02-13,522074
U001059,O002530,384.01,2026-06-03,204811
U001059,O002531,165.75,2026-07-16,204811
U001060,O002532,1378.68,2026-07-22,211411
U001060,O002533,176.83,2026-08-07,211411
U001061,O002534,394.94,2025-12-01,437878
U001061,O002535,893.22,2025-12-09,437878
U001061,O002536,1176.02,2026-01-03,437878
U001061,O002537,564.43,2026-03-04,437878
U001062,O002538,427.12,2026-08-22,652201
U001063,O002539,1405.61,2026-05-31,126907
U001063,O002540,1184.19,2026-07-17,126907
U001064,O002541,419.68,2026-05-21,111819
U001064,O002542,421.51,2026-06-07,111819
U001065,O002543,611.37,2026-06-15,401878
U001065,O002544,226.92,2026-07-06,401878
U001065,O002545,543.54,2026-07-08,401878
U001066,O002546,342.42,2026-02-01,587009
U001066,O002547,595.48,2026-03-15,587009
U001067,O002548,367.59,2026-01-29,224064
U001068,O002549,491.42,2026-02-28,623907
U001068,O002550,1220.68,2026-03-09,623907
U001068,O002551,1268.21,2026-03-10,623907
U001068,O002552,1058.91,2026-06-27,623907
U001068,O002553,267.56,2026-07-11,623907
U001069,O002554,514.23,2026-03-15,499483
U001069,O002555,666.41,2026-03-26,499483
U001069,O002556,782.43,2026-04-10,499483
U001070,O002557,635.89,2026-06-26,205455
U001070,O002558,1086.29,2026-06-28,205455
U001070,O002559,778.65,2026-08-11,205455
U001070,O002560,325.7,2026-08-15,205455
U001071,O002561,678.8,2026-08-11,535839
U001073,O002562,710.62,2026-03-30,756369
U001074,O002563,266.11,2025-09-16,346328
U001074,O002564,312.74,2025-12-20,346328
U001074,O002565,401.2,2026-02-06,346328
U001074,O002566,827.47,2026-04-20,346328
U001074,O002567,535.63,2026-06-12,346328
U001075,O002568,587.85,2025-10-22,294623
U001075,O002569,444.44,2025-10-24,294623
U001076,O002570,641.52,2026-06-11,462108
U001076,O002571,730.48,2026-07-26,462108
U001077,O002572,714.28,2026-01-27,125448
U001078,O002573,1078.05,2026-08-26,628568
U001079,O002574,612.0,2026-04-04,670145
U001079,O002575,627.62,2026-04-14,670145
U001079,O002576,753.08,2026-05-12,670145
U001080,O002577,109.07,2025-12-14,394050
U001080,O002578,679.63,2025-12-21,394050
U001080,O002579,769.55,2026-01-07,394050
U001080,O002580,428.31,2026-01-27,394050
U001080,O002581,724.48,2026-02-19,394050
U001081,O002582,662.81,2026-06-28,826338
U001081,O002583,969.53,2026-08-06,826338
U001082,O002584,831.53,2026-01-10,578190
U001083,O002585,977.99,2026-02-14,449478
U001084,O002586,876.81,2026-08-21,207422
U001084,O002587,875.75,2026-08-26,207422
U001085,O002588,473.57,2026-01-28,549851
U001086,O002589,471.6,2026-07-06,861822
U001086,O002590,523.23,2026-07-31,861822
U001086,O002591,747.58,2026-08-08,861822
U001087,O002592,1003.78,2025-11-06,493130
U001087,O002593,512.9,2025-11-29,493130
U001088,O002594,717.62,2026-06-18,821855
U001088,O002595,878.94,2026-06-20,821855
U001090,O002596,926.74,2026-02-08,390046
U001090,O002597,504.96,2026-02-13,390046
U001093,O002598,855.84,2025-12-20,459198
U001093,O002599,897.94,2026-04-20,459198
U001093,O002600,426.51,2026-04-30,459198
