order_id,user_id,order_value,order_date,payment_method,delivery_status
OC000972,C000279,318.53,2026-02-02,prepaid,delivered
OC000973,C000279,990.56,2026-02-10,prepaid,delivered
OC000974,C000279,1382.09,2026-02-17,COD,delivered
OC000975,C000280,854.47,2026-07-06,prepaid,delivered
OC000976,C000281,392.14,2025-10-01,prepaid,delivered
OC000977,C000281,682.85,2025-11-03,COD,delivered
OC000978,C000283,880.03,2025-12-21,prepaid,delivered
OC000979,C000283,964.16,2025-12-31,prepaid,delivered
OC000980,C000283,99.0,2026-01-27,prepaid,delivered
OC000981,C000283,688.84,2026-02-22,prepaid,delivered
OC000982,C000283,909.14,2026-04-14,COD,delivered
OC000983,C000284,99.0,2026-01-03,prepaid,delivered
OC000984,C000284,1279.89,2026-01-19,COD,delivered
OC000985,C000284,906.87,2026-02-19,COD,delivered
OC000986,C000284,1223.5,2026-02-22,prepaid,delivered
OC000987,C000285,673.42,2026-03-17,prepaid,delivered
OC000988,C000285,99.0,2026-05-16,COD,delivered
OC000989,C000285,975.14,2026-06-29,COD,delivered
OC000990,C000285,466.63,2026-07-11,COD,delivered
OC000991,C000286,436.56,2026-01-09,prepaid,delivered
OC000992,C000286,786.91,2026-01-22,COD,delivered
OC000993,C000286,801.48,2026-02-06,prepaid,delivered
OC000994,C000286,1060.24,2026-03-21,prepaid,delivered
OC000995,C000287,398.55,2026-02-28,prepaid,delivered
OC000996,C000287,1053.09,2026-04-09,prepaid,delivered
OC000997,C000288,764.54,2026-07-30,COD,delivered
OC000998,C000289,742.95,2026-01-02,prepaid,delivered
OC000999,C000289,863.24,2026-03-18,prepaid,delivered
OC001000,C000290,106.86,2025-10-25,prepaid,delivered
OC001001,C000290,1300.64,2025-12-25,prepaid,delivered
OC001002,C000292,776.2,2026-04-14,prepaid,delivered
OC001003,C000292,443.53,2026-04-27,prepaid,delivered
OC001004,C000293,1105.81,2026-01-02,prepaid,delivered
OC001005,C000293,1690.64,2026-02-02,prepaid,delivered
OC001006,C000293,645.11,2026-04-08,prepaid,delivered
OC001007,C000293,550.2,2026-05-05,COD,delivered
OC001008,C000294,302.98,2026-01-13,prepaid,delivered
OC001009,C000294,1226.87,2026-02-15,prepaid,delivered
OC001010,C000295,413.78,2026-08-27,COD,refused
OC001011,C000296,978.23,2026-05-24,prepaid,delivered
OC001012,C000296,658.97,2026-05-31,prepaid,delivered
OC001013,C000297,1148.36,2026-08-07,prepaid,delivered
OC001014,C000298,198.68,2026-04-09,prepaid,delivered
OC001015,C000298,418.48,2026-04-19,COD,refused
OC001016,C000299,610.85,2026-04-09,prepaid,delivered
OC001017,C000299,620.75,2026-04-17,prepaid,delivered
OC001018,C000300,814.78,2025-11-06,COD,delivered
OC001019,C000300,369.94,2025-12-12,prepaid,delivered
OC001020,C000300,679.59,2026-01-01,prepaid,delivered
OC001021,C000300,687.72,2026-01-10,prepaid,delivered
OC001022,C000301,1700.07,2025-11-17,COD,delivered
OC001023,C000301,506.16,2025-12-28,prepaid,delivered
OC001024,C000302,1138.29,2026-06-23,prepaid,delivered
OC001025,C000302,164.56,2026-07-03,prepaid,delivered
OC001026,C000303,891.08,2026-08-06,prepaid,delivered
OC001027,C000303,593.91,2026-08-22,prepaid,delivered
OC001028,C000304,960.34,2026-04-30,prepaid,delivered
OC001029,C000304,940.24,2026-07-04,prepaid,delivered
OC001030,C000304,267.78,2026-08-20,prepaid,delivered
OC001031,C000305,1019.85,2025-10-23,COD,refused
OC001032,C000305,972.71,2025-11-03,prepaid,delivered
OC001033,C000305,473.26,2025-11-21,prepaid,delivered
OC001034,C000305,779.51,2026-01-25,COD,delivered
OC001035,C000305,573.7,2026-02-12,prepaid,delivered
OC001036,C000305,1552.48,2026-03-05,COD,delivered
OC001037,C000305,983.48,2026-03-18,COD,delivered
OC001038,C000307,357.68,2025-10-08,prepaid,delivered
OC001039,C000307,323.59,2025-10-21,COD,delivered
OC001040,C000308,99.0,2026-05-26,prepaid,delivered
OC001041,C000308,1251.1,2026-07-23,prepaid,delivered
OC001042,C000308,510.83,2026-08-21,prepaid,delivered
OC001043,C000309,993.73,2026-05-31,prepaid,delivered
OC001044,C000309,1314.18,2026-06-13,COD,delivered
OC001045,C000310,398.97,2026-03-12,prepaid,delivered
OC001046,C000310,1022.21,2026-04-06,prepaid,delivered
OC001047,C000311,633.9,2026-06-29,prepaid,delivered
OC001048,C000311,99.0,2026-07-09,prepaid,delivered
OC001049,C000311,313.95,2026-07-19,COD,delivered
OC001050,C000311,553.7,2026-08-03,prepaid,delivered
OC001051,C000311,567.42,2026-08-17,COD,delivered
OC001052,C000312,99.0,2026-05-24,prepaid,delivered
OC001053,C000312,671.47,2026-08-03,prepaid,delivered
OC001054,C000313,1038.51,2026-06-03,prepaid,delivered
OC001055,C000313,150.08,2026-06-18,prepaid,delivered
OC001056,C000313,797.69,2026-06-30,COD,delivered
OC001057,C000313,880.88,2026-08-12,prepaid,delivered
OC001058,C000314,655.21,2026-01-08,prepaid,delivered
OC001059,C000314,216.15,2026-01-27,prepaid,delivered
OC001060,C000315,688.52,2026-01-05,prepaid,delivered
OC001061,C000315,1287.21,2026-01-17,prepaid,delivered
OC001062,C000316,713.11,2026-04-27,COD,delivered
OC001063,C000316,1103.75,2026-05-19,COD,delivered
OC001064,C000316,697.22,2026-06-20,prepaid,delivered
OC001065,C000317,660.73,2026-01-28,COD,delivered
OC001066,C000318,212.01,2026-06-20,prepaid,delivered
OC001067,C000318,1313.63,2026-07-08,prepaid,delivered
OC001068,C000318,229.51,2026-07-28,COD,delivered
OC001069,C000318,1177.66,2026-08-03,prepaid,delivered
OC001070,C000319,204.16,2026-03-08,prepaid,delivered
OC001071,C000320,146.12,2026-07-09,COD,delivered
OC001072,C000320,1497.01,2026-07-12,prepaid,delivered
OC001073,C000320,385.15,2026-07-23,COD,delivered
OC001074,C000321,813.9,2025-09-16,COD,delivered
OC001075,C000322,858.39,2025-10-01,prepaid,delivered
OC001076,C000322,1236.78,2025-10-09,COD,delivered
OC001077,C000322,1644.9,2025-10-22,prepaid,delivered
OC001078,C000322,666.88,2025-11-11,prepaid,delivered
OC001079,C000323,1120.51,2026-01-11,COD,delivered
OC001080,C000323,1019.85,2026-01-14,COD,delivered
OC001081,C000325,276.2,2025-10-02,prepaid,delivered
OC001082,C000326,1378.89,2026-02-09,prepaid,delivered
OC001083,C000326,1061.17,2026-04-26,COD,delivered
OC001084,C000326,414.49,2026-06-03,prepaid,delivered
OC001085,C000326,525.75,2026-07-06,COD,delivered
OC001086,C000327,813.97,2025-12-23,prepaid,delivered
OC001087,C000327,1020.35,2026-01-03,prepaid,delivered
OC001088,C000328,99.0,2026-02-23,prepaid,delivered
OC001089,C000328,707.06,2026-03-12,prepaid,delivered
OC001090,C000328,732.74,2026-04-12,COD,delivered
OC001091,C000328,661.86,2026-05-17,prepaid,delivered
OC001092,C000328,1003.64,2026-05-30,prepaid,delivered
OC001093,C000329,771.82,2026-02-09,prepaid,delivered
OC001094,C000329,1179.51,2026-03-26,COD,delivered
OC001095,C000329,1470.83,2026-05-09,prepaid,delivered
OC001096,C000331,99.0,2025-12-24,prepaid,delivered
OC001097,C000332,356.51,2025-10-09,prepaid,delivered
OC001098,C000333,843.75,2026-07-27,COD,delivered
OC001099,C000334,1964.74,2026-06-04,COD,refused
OC001100,C000334,290.2,2026-06-13,prepaid,delivered
OC001101,C000335,676.48,2026-03-10,prepaid,delivered
OC001102,C000336,253.49,2026-06-07,prepaid,delivered
OC001103,C000336,623.93,2026-07-20,prepaid,delivered
OC001104,C000336,99.0,2026-07-28,COD,delivered
OC001105,C000336,239.56,2026-08-09,prepaid,delivered
OC001106,C000337,204.35,2025-10-29,prepaid,delivered
OC001107,C000337,576.86,2025-11-13,prepaid,delivered
OC001108,C000338,112.23,2026-05-05,prepaid,delivered
OC001109,C000338,807.21,2026-07-28,prepaid,delivered
OC001110,C000338,1192.81,2026-08-01,prepaid,delivered
OC001111,C000339,326.8,2026-04-21,prepaid,delivered
OC001112,C000339,1321.66,2026-04-25,prepaid,delivered
OC001113,C000339,729.26,2026-05-10,COD,refused
OC001114,C000339,1112.2,2026-05-25,COD,delivered
OC001115,C000340,1002.5,2026-08-20,prepaid,delivered
OC001116,C000341,639.46,2026-02-24,prepaid,delivered
OC001117,C000341,686.54,2026-02-27,COD,refused
OC001118,C000341,673.57,2026-03-08,prepaid,delivered
OC001119,C000342,751.03,2026-06-18,prepaid,delivered
OC001120,C000342,1140.24,2026-07-29,COD,delivered
OC001121,C000342,666.82,2026-08-07,COD,refused
OC001122,C000342,364.97,2026-08-24,prepaid,delivered
OC001123,C000343,1325.93,2026-03-17,COD,delivered
OC001124,C000343,836.64,2026-04-07,prepaid,delivered
OC001125,C000344,703.03,2025-10-05,prepaid,delivered
OC001126,C000344,865.18,2025-10-29,prepaid,delivered
OC001127,C000344,243.27,2025-10-31,prepaid,delivered
OC001128,C000344,552.31,2026-01-26,prepaid,delivered
OC001129,C000344,833.05,2026-02-02,prepaid,delivered
OC001130,C000344,374.47,2026-02-27,prepaid,delivered
OC001131,C000345,543.63,2026-08-19,COD,delivered
OC001132,C000346,244.8,2026-03-03,prepaid,delivered
OC001133,C000346,299.62,2026-03-08,prepaid,delivered
OC001134,C000346,476.63,2026-03-27,prepaid,delivered
OC001135,C000347,373.58,2026-05-10,prepaid,delivered
OC001136,C000347,623.45,2026-05-15,prepaid,delivered
OC001137,C000347,1101.89,2026-06-14,prepaid,delivered
OC001138,C000347,979.31,2026-06-26,prepaid,delivered
OC001139,C000347,1007.61,2026-07-21,prepaid,delivered
OC001140,C000347,99.0,2026-08-27,prepaid,delivered
OC001141,C000348,99.0,2026-04-16,COD,delivered
OC001142,C000348,553.81,2026-06-21,COD,delivered
OC001143,C000348,263.95,2026-08-08,prepaid,delivered
OC001144,C000349,289.41,2026-04-03,COD,delivered
OC001145,C000349,255.47,2026-06-27,prepaid,delivered
OC001146,C000349,1037.4,2026-08-09,prepaid,delivered
OC001147,C000350,1001.55,2026-07-13,prepaid,delivered
OC001148,C000350,1000.69,2026-07-27,COD,delivered
OC001149,C000351,1055.87,2026-06-18,prepaid,delivered
OC001150,C000351,704.2,2026-07-07,prepaid,delivered
OC001151,C000351,965.69,2026-08-10,COD,refused
OC001152,C000352,755.51,2025-12-23,prepaid,delivered
OC001153,C000352,766.5,2026-01-05,COD,refused
OC001154,C000354,1257.41,2025-12-29,prepaid,delivered
OC001155,C000354,771.57,2026-01-26,COD,delivered
OC001156,C000354,425.14,2026-02-15,COD,delivered
OC001157,C000354,356.79,2026-02-18,prepaid,delivered
OC001158,C000355,795.41,2026-07-11,prepaid,delivered
OC001159,C000355,1217.4,2026-07-20,prepaid,delivered
OC001160,C000356,382.87,2026-02-14,prepaid,delivered
OC001161,C000356,900.49,2026-05-08,COD,delivered
OC001162,C000356,679.21,2026-06-02,COD,refused
OC001163,C000356,586.65,2026-08-04,prepaid,delivered
OC001164,C000357,508.89,2025-10-05,prepaid,delivered
OC001165,C000357,847.58,2025-10-16,prepaid,delivered
OC001166,C000358,755.05,2026-07-01,COD,delivered
OC001167,C000358,823.69,2026-07-25,COD,delivered
OC001168,C000358,208.92,2026-08-08,COD,delivered
OC001169,C000358,99.0,2026-08-20,prepaid,delivered
OC001170,C000359,1450.66,2026-08-17,prepaid,delivered
OC001171,C000359,739.88,2026-08-20,prepaid,delivered
OC001172,C000360,860.09,2025-10-23,prepaid,delivered
OC001173,C000360,930.25,2025-10-29,prepaid,delivered
OC001174,C000360,99.0,2025-11-12,prepaid,delivered
OC001175,C000360,868.56,2025-12-05,prepaid,delivered
OC001176,C000361,785.66,2026-06-07,COD,delivered
OC001177,C000362,1056.55,2025-12-31,prepaid,delivered
OC001178,C000362,740.94,2026-03-10,prepaid,delivered
OC001179,C000363,295.53,2025-11-11,COD,delivered
OC001180,C000364,693.53,2025-12-03,COD,refused
OC001181,C000364,1034.22,2025-12-23,COD,delivered
OC001182,C000364,391.54,2026-01-30,COD,delivered
OC001183,C000364,807.16,2026-02-01,COD,delivered
OC001184,C000365,322.66,2025-12-16,COD,delivered
OC001185,C000365,1452.49,2026-01-20,COD,delivered
OC001186,C000366,402.9,2026-05-09,prepaid,delivered
OC001187,C000366,229.79,2026-07-02,COD,delivered
OC001188,C000366,691.87,2026-07-08,prepaid,delivered
OC001189,C000367,1123.39,2025-10-09,prepaid,delivered
OC001190,C000367,375.79,2025-11-10,prepaid,delivered
OC001191,C000368,281.25,2026-04-24,COD,delivered
OC001192,C000368,549.35,2026-05-26,COD,delivered
OC001193,C000369,801.68,2026-08-21,COD,delivered
OC001194,C000370,383.32,2025-12-25,COD,delivered
OC001195,C000370,402.58,2026-01-13,prepaid,delivered
OC001196,C000370,1297.05,2026-02-28,COD,delivered
OC001197,C000372,943.51,2026-08-19,COD,delivered
OC001198,C000372,1337.47,2026-08-26,prepaid,delivered
OC001199,C000373,934.1,2025-11-07,prepaid,delivered
OC001200,C000373,371.0,2025-11-15,prepaid,delivered
OC001201,C000375,956.87,2026-07-25,prepaid,delivered
OC001202,C000375,915.98,2026-08-20,COD,refused
OC001203,C000376,422.5,2026-04-06,prepaid,delivered
OC001204,C000377,1051.09,2026-05-10,prepaid,delivered
OC001205,C000377,1217.82,2026-05-30,prepaid,delivered
OC001206,C000378,1116.6,2026-06-04,prepaid,delivered
OC001207,C000378,236.62,2026-06-19,COD,refused
OC001208,C000378,773.84,2026-07-08,prepaid,delivered
OC001209,C000378,892.07,2026-07-28,prepaid,delivered
OC001210,C000379,467.85,2026-05-17,prepaid,delivered
OC001211,C000379,190.6,2026-07-05,COD,delivered
OC001212,C000380,973.51,2026-02-17,prepaid,delivered
OC001213,C000380,780.13,2026-03-15,prepaid,delivered
OC001214,C000381,491.72,2026-07-02,prepaid,delivered
OC001215,C000381,456.49,2026-07-07,prepaid,delivered
OC001216,C000381,630.26,2026-07-29,prepaid,delivered
OC001217,C000382,903.53,2026-01-06,prepaid,delivered
OC001218,C000382,219.34,2026-01-12,prepaid,delivered
OC001219,C000382,959.48,2026-01-28,prepaid,delivered
OC001220,C000383,259.93,2026-01-03,prepaid,delivered
OC001221,C000383,400.64,2026-02-25,COD,delivered
OC001222,C000383,926.06,2026-02-28,prepaid,delivered
OC001223,C000383,712.02,2026-03-08,prepaid,delivered
OC001224,C000383,99.0,2026-03-12,prepaid,delivered
OC001225,C000385,300.02,2026-07-02,prepaid,delivered
OC001226,C000385,482.03,2026-07-06,prepaid,delivered
OC001227,C000385,636.96,2026-07-09,prepaid,delivered
OC001228,C000385,1220.56,2026-08-25,COD,delivered
OC001229,C000387,222.88,2026-06-17,COD,delivered
OC001230,C000387,635.91,2026-06-29,COD,refused
OC001231,C000387,300.84,2026-07-04,COD,delivered
OC001232,C000387,1094.02,2026-07-10,prepaid,delivered
OC001233,C000389,1332.5,2025-11-11,prepaid,delivered
OC001234,C000389,348.06,2025-12-08,prepaid,delivered
OC001235,C000389,759.88,2025-12-11,prepaid,delivered
OC001236,C000390,302.67,2026-01-12,prepaid,delivered
OC001237,C000390,762.19,2026-02-14,COD,delivered
OC001238,C000390,653.7,2026-03-02,prepaid,delivered
OC001239,C000390,425.4,2026-03-09,prepaid,delivered
OC001240,C000390,99.0,2026-03-31,prepaid,delivered
OC001241,C000392,1303.55,2026-06-01,prepaid,delivered
OC001242,C000392,418.99,2026-06-06,COD,delivered
OC001243,C000392,713.21,2026-07-08,prepaid,delivered
OC001244,C000392,263.95,2026-08-25,prepaid,delivered
OC001245,C000393,1302.39,2025-11-11,prepaid,delivered
OC001246,C000393,526.04,2025-12-07,prepaid,delivered
OC001247,C000394,1436.36,2026-06-05,prepaid,delivered
OC001248,C000394,99.0,2026-07-03,prepaid,delivered
OC001249,C000394,272.78,2026-08-07,prepaid,delivered
OC001250,C000395,99.0,2026-08-18,prepaid,delivered
OC001251,C000397,888.11,2026-01-04,prepaid,delivered
OC001252,C000397,638.11,2026-01-25,COD,delivered
OC001253,C000398,466.26,2026-02-18,prepaid,delivered
OC001254,C000398,797.02,2026-03-03,COD,delivered
OC001255,C000398,875.25,2026-04-07,COD,delivered
OC001256,C000398,996.15,2026-04-15,prepaid,delivered
OC001257,C000398,561.03,2026-04-22,COD,delivered
OC001258,C000399,99.0,2026-02-13,prepaid,delivered
OC001259,C000399,840.65,2026-03-12,prepaid,delivered
OC001260,C000399,361.96,2026-03-27,prepaid,delivered
OC001261,C000399,1179.2,2026-04-08,prepaid,delivered
OC001262,C000399,319.63,2026-04-16,prepaid,delivered
OC001263,C000400,458.51,2025-10-08,prepaid,delivered
OC001264,C000400,771.19,2025-10-24,COD,delivered
OC001265,C000400,785.05,2025-10-28,COD,delivered
OC001266,C000401,849.66,2026-04-08,prepaid,delivered
OC001267,C000401,560.15,2026-04-24,COD,delivered
OC001268,C000401,593.65,2026-06-06,prepaid,delivered
OC001269,C000401,1427.55,2026-06-14,COD,delivered
OC001270,C000401,631.99,2026-08-25,prepaid,delivered
OC001271,C000402,510.63,2025-11-24,prepaid,delivered
OC001272,C000402,497.89,2026-01-27,COD,delivered
OC001273,C000403,842.73,2026-04-23,prepaid,delivered
OC001274,C000404,447.3,2026-01-22,prepaid,delivered
OC001275,C000404,285.0,2026-02-13,prepaid,delivered
OC001276,C000404,1051.81,2026-05-05,prepaid,delivered
OC001277,C000404,308.4,2026-06-19,COD,delivered
OC001278,C000405,534.97,2025-09-16,prepaid,delivered
OC001279,C000405,1151.07,2025-10-05,COD,delivered
OC001280,C000405,99.0,2025-10-21,COD,delivered
OC001281,C000406,633.49,2025-12-07,prepaid,delivered
OC001282,C000406,979.43,2026-01-22,prepaid,delivered
OC001283,C000406,99.0,2026-01-25,prepaid,delivered
OC001284,C000406,1358.77,2026-01-28,prepaid,delivered
OC001285,C000407,255.0,2026-02-12,prepaid,delivered
OC001286,C000407,449.38,2026-03-20,prepaid,delivered
OC001287,C000407,989.96,2026-04-07,prepaid,delivered
OC001288,C000407,880.72,2026-07-14,prepaid,delivered
OC001289,C000407,319.8,2026-08-16,prepaid,delivered
OC001290,C000407,393.8,2026-08-25,COD,delivered
OC001291,C000408,796.1,2026-01-08,prepaid,delivered
OC001292,C000408,677.87,2026-01-11,prepaid,delivered
OC001293,C000408,479.77,2026-02-20,prepaid,delivered
OC001294,C000410,877.2,2025-11-17,COD,delivered
OC001295,C000410,121.4,2025-12-09,COD,delivered
OC001296,C000410,426.23,2025-12-31,prepaid,delivered
OC001297,C000411,944.81,2026-01-20,prepaid,delivered
OC001298,C000411,980.55,2026-01-29,COD,delivered
OC001299,C000412,766.7,2025-12-07,COD,delivered
OC001300,C000412,211.11,2025-12-21,prepaid,delivered
OC001301,C000413,1131.15,2025-12-08,prepaid,delivered
OC001302,C000413,1203.32,2026-02-14,prepaid,delivered
OC001303,C000413,1040.39,2026-02-23,prepaid,delivered
OC001304,C000413,572.89,2026-03-08,COD,refused
OC001305,C000413,1113.0,2026-03-26,prepaid,delivered
OC001306,C000414,1062.9,2026-01-21,COD,delivered
OC001307,C000414,322.68,2026-02-06,prepaid,delivered
OC001308,C000415,394.36,2026-07-14,prepaid,delivered
OC001309,C000415,380.07,2026-07-20,COD,delivered
OC001310,C000415,1519.69,2026-08-16,prepaid,delivered
OC001311,C000416,826.42,2025-10-05,COD,delivered
OC001312,C000416,1237.29,2025-10-22,prepaid,delivered
OC001313,C000416,1041.99,2025-11-27,prepaid,delivered
OC001314,C000417,582.03,2026-08-01,prepaid,delivered
OC001315,C000419,884.67,2026-06-11,prepaid,delivered
OC001316,C000419,435.13,2026-06-25,prepaid,delivered
OC001317,C000419,1277.54,2026-07-08,prepaid,delivered
OC001318,C000420,431.59,2026-01-22,prepaid,delivered
OC001319,C000421,355.41,2026-03-02,COD,refused
OC001320,C000421,802.71,2026-03-11,prepaid,delivered
OC001321,C000422,1106.82,2025-11-16,COD,delivered
OC001322,C000422,540.83,2025-12-23,prepaid,delivered
OC001323,C000422,1076.34,2026-02-06,prepaid,delivered
OC001324,C000422,384.64,2026-04-07,COD,delivered
OC001325,C000422,691.32,2026-04-15,COD,delivered
OC001326,C000422,1356.88,2026-05-01,prepaid,delivered
OC001327,C000422,654.39,2026-05-09,prepaid,delivered
OC001328,C000422,396.41,2026-06-17,COD,delivered
OC001329,C000423,442.81,2025-10-28,COD,delivered
OC001330,C000423,960.52,2025-11-14,prepaid,delivered
OC001331,C000424,1533.81,2026-03-15,COD,delivered
OC001332,C000424,935.86,2026-05-01,prepaid,delivered
OC001333,C000424,123.68,2026-05-08,prepaid,delivered
OC001334,C000424,192.86,2026-06-14,prepaid,delivered
OC001335,C000425,1395.28,2026-03-07,COD,delivered
OC001336,C000425,186.25,2026-03-20,prepaid,delivered
OC001337,C000425,1224.31,2026-04-01,prepaid,delivered
OC001338,C000425,406.27,2026-04-07,prepaid,delivered
OC001339,C000427,99.0,2026-05-08,COD,delivered
OC001340,C000428,1257.71,2025-10-20,prepaid,delivered
OC001341,C000428,99.0,2025-11-04,COD,delivered
OC001342,C000428,562.75,2025-11-15,prepaid,delivered
OC001343,C000429,99.0,2026-04-04,prepaid,delivered
OC001344,C000429,680.53,2026-04-07,prepaid,delivered
OC001345,C000429,783.67,2026-05-29,COD,delivered
OC001346,C000429,858.91,2026-07-04,prepaid,delivered
OC001347,C000430,914.19,2026-07-21,COD,delivered
OC001348,C000430,418.4,2026-07-24,prepaid,delivered
OC001349,C000430,1262.08,2026-08-06,prepaid,delivered
OC001350,C000431,1314.08,2025-12-19,COD,delivered
OC001351,C000431,715.26,2026-01-22,prepaid,delivered
OC001352,C000431,435.97,2026-01-31,prepaid,delivered
OC001353,C000433,1039.37,2026-03-27,prepaid,delivered
OC001354,C000433,489.01,2026-04-14,prepaid,delivered
OC001355,C000433,564.43,2026-06-09,prepaid,delivered
OC001356,C000433,963.31,2026-06-16,COD,delivered
OC001357,C000434,734.81,2026-07-13,prepaid,delivered
OC001358,C000435,846.65,2026-03-23,prepaid,delivered
OC001359,C000435,954.31,2026-04-22,prepaid,delivered
OC001360,C000435,935.44,2026-04-26,prepaid,delivered
OC001361,C000435,1052.83,2026-05-10,prepaid,delivered
OC001362,C000435,314.09,2026-05-31,prepaid,delivered
OC001363,C000435,733.12,2026-06-28,prepaid,delivered
OC001364,C000436,864.3,2026-05-18,prepaid,delivered
OC001365,C000436,740.26,2026-05-31,prepaid,delivered
OC001366,C000436,649.66,2026-06-12,prepaid,delivered
OC001367,C000436,776.74,2026-06-15,prepaid,delivered
OC001368,C000437,103.65,2026-04-07,prepaid,delivered
OC001369,C000438,1035.39,2025-12-02,prepaid,delivered
OC001370,C000438,774.53,2026-01-01,COD,delivered
OC001371,C000438,619.02,2026-02-01,prepaid,delivered
OC001372,C000438,669.35,2026-03-26,prepaid,delivered
OC001373,C000438,1144.39,2026-03-30,COD,delivered
OC001374,C000439,1601.38,2025-11-12,prepaid,delivered
OC001375,C000439,163.71,2025-12-30,COD,delivered
OC001376,C000439,980.94,2026-01-13,COD,delivered
OC001377,C000440,1236.76,2026-01-17,prepaid,delivered
OC001378,C000440,1138.05,2026-01-21,COD,delivered
OC001379,C000440,124.13,2026-01-24,prepaid,delivered
OC001380,C000440,959.5,2026-01-29,prepaid,delivered
OC001381,C000441,840.19,2025-09-20,prepaid,delivered
OC001382,C000441,772.76,2025-10-08,COD,delivered
OC001383,C000441,778.32,2025-10-20,prepaid,delivered
OC001384,C000441,511.58,2025-11-10,COD,delivered
OC001385,C000441,874.97,2026-01-17,prepaid,delivered
OC001386,C000441,893.25,2026-01-21,COD,delivered
OC001387,C000442,1139.0,2026-08-27,COD,delivered
OC001388,C000443,417.61,2026-07-04,COD,delivered
OC001389,C000443,99.0,2026-07-21,COD,delivered
OC001390,C000443,1232.25,2026-07-25,prepaid,delivered
OC001391,C000443,416.11,2026-07-31,COD,delivered
OC001392,C000444,574.63,2026-05-28,prepaid,delivered
OC001393,C000445,399.69,2026-06-12,prepaid,delivered
OC001394,C000445,310.21,2026-06-26,prepaid,delivered
OC001395,C000445,609.13,2026-07-07,COD,delivered
OC001396,C000445,453.16,2026-08-23,COD,delivered
OC001397,C000446,722.99,2026-02-06,prepaid,delivered
OC001398,C000447,1314.19,2026-04-02,prepaid,delivered
OC001399,C000447,291.47,2026-04-17,prepaid,delivered
OC001400,C000447,417.34,2026-04-20,prepaid,delivered
OC001401,C000447,502.41,2026-04-27,COD,delivered
OC001402,C000448,619.4,2025-12-28,COD,delivered
OC001403,C000448,430.77,2026-04-02,COD,delivered
OC001404,C000448,481.04,2026-04-22,prepaid,delivered
OC001405,C000448,116.19,2026-05-05,prepaid,delivered
OC001406,C000449,905.4,2026-08-26,prepaid,delivered
OC001407,C000450,453.36,2026-06-02,prepaid,delivered
OC001408,C000450,1158.75,2026-06-28,prepaid,delivered
OC001409,C000450,1553.5,2026-07-25,prepaid,delivered
OC001410,C000450,428.03,2026-08-09,COD,delivered
OC001411,C000451,1012.09,2026-06-11,prepaid,delivered
OC001412,C000451,269.57,2026-06-19,prepaid,delivered
OC001413,C000451,715.76,2026-06-21,prepaid,delivered
OC001414,C000451,293.67,2026-06-28,prepaid,delivered
OC001415,C000451,505.68,2026-07-19,prepaid,delivered
OC001416,C000452,711.24,2026-08-25,prepaid,delivered
OC001417,C000454,1030.5,2025-11-26,COD,delivered
OC001418,C000454,315.17,2025-12-06,prepaid,delivered
OC001419,C000454,700.21,2025-12-19,prepaid,delivered
OC001420,C000455,695.85,2026-06-18,prepaid,delivered
OC001421,C000455,573.21,2026-07-02,prepaid,delivered
OC001422,C000455,1410.4,2026-08-27,COD,refused
OC001423,C000456,1079.17,2026-03-24,COD,delivered
OC001424,C000456,99.0,2026-03-27,prepaid,delivered
OC001425,C000456,180.34,2026-04-21,COD,delivered
OC001426,C000456,835.23,2026-05-29,prepaid,delivered
OC001427,C000456,750.9,2026-06-26,COD,delivered
OC001428,C000456,1174.16,2026-07-03,prepaid,delivered
OC001429,C000457,669.9,2026-01-04,prepaid,delivered
OC001430,C000458,748.23,2026-06-29,prepaid,delivered
OC001431,C000458,179.56,2026-07-11,prepaid,delivered
OC001432,C000459,644.22,2026-08-18,COD,delivered
OC001433,C000460,673.45,2026-06-10,COD,delivered
OC001434,C000460,583.34,2026-07-01,prepaid,delivered
OC001435,C000460,963.17,2026-07-07,prepaid,delivered
OC001436,C000460,99.0,2026-08-17,COD,delivered
OC001437,C000461,520.08,2026-04-20,COD,delivered
OC001438,C000461,1337.28,2026-04-29,prepaid,delivered
OC001439,C000461,1030.89,2026-05-18,prepaid,delivered
OC001440,C000461,810.07,2026-05-22,COD,delivered
OC001441,C000461,328.59,2026-05-27,COD,delivered
OC001442,C000462,619.05,2026-02-17,prepaid,delivered
OC001443,C000462,846.61,2026-03-29,prepaid,delivered
OC001444,C000462,1175.56,2026-04-02,prepaid,delivered
OC001445,C000463,1221.74,2026-02-03,COD,delivered
OC001446,C000463,1152.2,2026-03-22,prepaid,delivered
OC001447,C000463,1165.73,2026-04-28,prepaid,delivered
OC001448,C000463,753.24,2026-06-01,prepaid,delivered
OC001449,C000463,1616.85,2026-06-07,prepaid,delivered
OC001450,C000464,777.69,2025-10-04,prepaid,delivered
OC001451,C000464,1108.16,2025-10-25,prepaid,delivered
OC001452,C000464,709.49,2025-11-25,COD,delivered
OC001453,C000464,436.55,2025-12-06,prepaid,delivered
OC001454,C000465,553.66,2026-05-30,prepaid,delivered
OC001455,C000465,890.74,2026-06-05,COD,delivered
OC001456,C000465,554.78,2026-06-25,prepaid,delivered
OC001457,C000465,475.59,2026-08-17,prepaid,delivered
OC001458,C000466,631.84,2026-02-06,prepaid,delivered
OC001459,C000466,1183.96,2026-02-11,COD,delivered
OC001460,C000466,814.52,2026-03-31,COD,delivered
