referral_id,referrer_user_id,referred_user_id,bonus_amount,bonus_status,claim_date
RF000516,U000726,U000727,225.19,paid,2025-10-29
RF000517,U000727,U000728,222.83,paid,2025-10-30
RF000518,U000728,U000729,78.42,paid,2025-10-30
RF000519,U000729,U000730,67.94,paid,2025-10-30
RF000520,U000731,U000732,76.38,paid,2026-01-12
RF000521,U000732,U000733,81.8,paid,2026-01-13
RF000522,U000733,U000734,219.69,paid,2026-01-13
RF000523,U000734,U000735,240.07,paid,2026-01-13
RF000524,U000737,U000738,152.16,pending,2026-07-03
RF000525,U000738,U000739,253.93,paid,2026-07-03
RF000526,U000739,U000740,174.56,pending,2026-07-03
RF000527,U000740,U000741,186.89,paid,2026-07-03
RF000528,U000741,U000742,102.49,paid,2026-07-03
RF000529,U000742,U000743,63.85,pending,2026-07-04
RF000530,U000744,U000745,80.12,paid,2026-07-04
RF000531,U000745,U000746,141.36,paid,2026-07-05
RF000532,U000746,U000747,114.04,paid,2026-07-04
RF000533,U000747,U000748,212.35,paid,2026-07-05
RF000534,U000748,U000749,64.71,paid,2026-07-05
RF000535,U000749,U000750,113.98,paid,2026-07-07
RF000536,U000750,U000751,285.97,paid,2026-07-05
RF000537,U000753,U000754,185.51,paid,2026-07-17
RF000538,U000754,U000755,87.29,paid,2026-07-17
RF000539,U000756,U000757,79.8,paid,2026-07-18
RF000540,U000757,U000758,275.31,paid,2026-07-18
RF000541,U000758,U000759,236.93,paid,2026-07-18
RF000542,U000759,U000760,187.6,pending,2026-07-18
RF000543,U000760,U000761,134.62,paid,2026-07-18
RF000544,U000761,U000762,99.58,paid,2026-07-18
RF000545,U000762,U000763,128.51,paid,2026-07-18
RF000546,U000763,U000764,139.25,paid,2026-07-18
RF000547,U001009,U001010,123.45,paid,2026-01-17
RF000548,U001009,U001011,158.66,paid,2025-12-26
RF000549,U001009,U001012,286.43,paid,2025-10-31
RF000550,U001009,U001013,121.64,pending,2026-04-28
RF000551,U001009,U001014,290.34,paid,2026-03-02
RF000552,U001009,U001015,85.28,paid,2025-10-21
RF000553,U001009,U001016,114.32,paid,2026-02-19
RF000554,U001009,U001017,216.52,paid,2025-09-29
RF000555,U001009,U001018,244.28,paid,2026-05-07
RF000556,U001009,U001019,237.2,paid,2026-01-07
RF000557,U001009,U001020,263.62,paid,2026-02-08
RF000558,U001009,U001021,259.86,paid,2026-03-04
RF000559,U001009,U001022,105.42,paid,2025-11-24
RF000560,U001009,U001023,151.02,paid,2026-04-25
RF000561,U001009,U001024,185.89,paid,2026-06-06
RF000562,U001009,U001025,57.3,pending,2025-11-10
RF000563,U001009,U001026,267.78,paid,2026-01-16
RF000564,U001009,U001027,205.06,paid,2026-05-26
RF000565,U001009,U001028,287.72,paid,2026-01-26
RF000566,U001009,U001029,51.47,paid,2026-01-30
RF000567,U001009,U001030,233.62,paid,2026-05-26
RF000568,U001009,U001031,132.28,pending,2025-10-27
RF000569,U001009,U001032,168.1,paid,2026-05-14
RF000570,U001009,U001033,112.66,paid,2026-03-19
RF000571,U001009,U001034,230.88,paid,2025-11-21
RF000572,U001009,U001035,180.15,paid,2026-05-04
RF000573,U001009,U001036,256.22,paid,2025-12-11
RF000574,U001009,U001037,278.9,paid,2025-11-27
RF000575,U001009,U001038,100.25,paid,2026-02-21
RF000576,U001009,U001039,60.07,clawed_back,2026-05-16
RF000577,U001009,U001040,148.11,pending,2026-01-05
RF000578,U001009,U001041,231.96,paid,2026-04-28
RF000579,U001009,U001042,231.76,paid,2025-12-04
RF000580,U001009,U001043,186.34,clawed_back,2025-09-29
RF000581,U001009,U001044,220.39,pending,2026-01-27
RF000582,U001009,U001045,99.22,paid,2026-03-24
RF000583,U001009,U001046,116.39,pending,2026-01-31
RF000584,U001009,U001047,122.11,paid,2026-02-10
RF000585,U001009,U001048,96.91,paid,2026-05-01
RF000586,U001009,U001049,50.04,pending,2026-05-29
RF000587,U001009,U001050,180.1,paid,2026-04-25
RF000588,U001051,U001052,92.62,paid,2026-01-14
RF000589,U001051,U001053,71.97,paid,2026-07-20
RF000590,U001051,U001054,100.54,pending,2026-04-23
RF000591,U001051,U001055,60.15,paid,2026-06-03
RF000592,U001051,U001056,142.08,paid,2026-05-18
RF000593,U001051,U001057,229.37,paid,2025-12-04
RF000594,U001051,U001058,116.47,paid,2025-12-10
RF000595,U001051,U001059,189.75,paid,2026-01-06
RF000596,U001051,U001060,271.33,paid,2026-05-01
RF000597,U001051,U001061,186.5,paid,2026-07-02
RF000598,U001051,U001062,174.26,paid,2026-05-31
RF000599,U001051,U001063,94.56,paid,2026-05-17
RF000600,U001051,U001064,153.98,pending,2026-07-25
RF000601,U001051,U001065,186.52,paid,2026-05-22
RF000602,U001051,U001066,73.19,pending,2026-02-08
RF000603,U001051,U001067,208.09,paid,2026-03-28
RF000604,U001051,U001068,97.99,paid,2026-06-17
RF000605,U001051,U001069,131.77,pending,2026-02-15
RF000606,U001051,U001070,180.38,pending,2026-05-09
RF000607,U001051,U001071,213.12,paid,2026-05-08
RF000608,U001051,U001072,76.98,paid,2026-07-04
RF000609,U001051,U001073,166.0,paid,2026-07-10
RF000610,U001051,U001074,228.95,paid,2026-05-31
RF000611,U001051,U001075,195.78,pending,2026-01-20
RF000612,U001051,U001076,226.41,paid,2026-02-14
RF000613,U001051,U001077,165.35,paid,2026-07-26
RF000614,U001051,U001078,132.27,paid,2026-06-14
RF000615,U001079,U001080,192.95,paid,2025-10-13
RF000616,U001079,U001081,184.18,paid,2026-04-03
RF000617,U001079,U001082,194.35,paid,2026-01-13
RF000618,U001079,U001083,224.08,paid,2025-10-18
RF000619,U001079,U001084,226.58,paid,2026-06-14
RF000620,U001079,U001085,126.0,paid,2026-03-23
RF000621,U001079,U001086,237.09,paid,2025-11-06
RF000622,U001079,U001087,171.38,paid,2026-03-29
RF000623,U001079,U001088,233.57,pending,2026-04-30
RF000624,U001079,U001089,202.6,pending,2026-03-01
RF000625,U001079,U001090,169.91,paid,2026-01-04
RF000626,U001079,U001091,145.21,paid,2025-10-09
RF000627,U001079,U001092,81.92,paid,2026-01-03
RF000628,U001079,U001093,86.48,pending,2026-03-03
RF000629,U001079,U001094,172.57,paid,2026-06-06
RF000630,U001079,U001095,247.94,paid,2026-02-16
RF000631,U001079,U001096,178.07,paid,2026-02-27
RF000632,U001079,U001097,145.65,pending,2025-11-15
RF000633,U001079,U001098,181.56,paid,2026-01-01
RF000634,U001079,U001099,200.33,paid,2025-12-04
RF000635,U001079,U001100,154.04,paid,2025-10-24
RF000636,U001079,U001101,77.3,paid,2025-10-04
RF000637,U001079,U001102,273.57,paid,2026-04-11
RF000638,U001079,U001103,290.27,paid,2026-04-08
RF000639,U001079,U001104,290.14,pending,2026-05-07
RF000640,U001079,U001105,108.25,paid,2026-01-25
RF000641,U001079,U001106,232.09,paid,2025-10-08
RF000642,U001079,U001107,274.24,paid,2025-10-10
RF000643,U001079,U001108,87.42,paid,2025-12-18
RF000644,U001079,U001109,266.29,paid,2026-03-24
RF000645,U001079,U001110,155.41,clawed_back,2025-12-22
RF000646,U001079,U001111,82.27,pending,2025-09-29
RF000647,U001079,U001112,202.09,paid,2026-03-26
RF000648,U001113,U001114,206.82,paid,2026-03-09
RF000649,U001113,U001115,189.91,clawed_back,2026-05-04
RF000650,U001113,U001116,193.27,clawed_back,2026-01-24
RF000651,U001113,U001117,170.83,paid,2026-04-30
RF000652,U001113,U001118,104.46,pending,2025-11-04
RF000653,U001113,U001119,128.92,paid,2025-10-07
RF000654,U001113,U001120,130.42,pending,2026-03-17
RF000655,U001113,U001121,210.79,paid,2026-02-28
RF000656,U001113,U001122,97.41,paid,2025-11-03
RF000657,U001113,U001123,151.37,paid,2025-10-11
RF000658,U001113,U001124,192.54,paid,2025-11-20
RF000659,U001113,U001125,240.28,paid,2026-04-01
RF000660,U001113,U001126,128.83,paid,2026-04-17
RF000661,U001113,U001127,141.06,paid,2026-02-01
RF000662,U001113,U001128,112.29,paid,2026-02-27
RF000663,U001113,U001129,129.09,paid,2026-03-27
RF000664,U001113,U001130,254.77,paid,2026-02-15
RF000665,U001113,U001131,139.31,paid,2025-10-17
RF000666,U001113,U001132,207.9,pending,2025-12-19
RF000667,U001113,U001133,257.4,pending,2026-01-23
RF000668,U001113,U001134,232.56,paid,2026-05-05
RF000669,U001113,U001135,296.63,paid,2026-02-06
RF000670,U001113,U001136,59.03,paid,2025-10-21
RF000671,U001113,U001137,200.91,paid,2026-03-26
RF000672,U001113,U001138,215.35,paid,2025-11-15
RF000673,U001113,U001139,203.99,pending,2026-03-08
RF000674,U001113,U001140,214.07,pending,2026-03-15
RF000675,U001113,U001141,138.87,paid,2025-10-09
RF000676,U001142,U001143,186.23,paid,2026-02-22
RF000677,U001142,U001144,282.07,pending,2025-12-28
RF000678,U001142,U001145,219.32,paid,2026-03-07
RF000679,U001142,U001146,85.39,paid,2026-01-31
RF000680,U001142,U001147,255.31,paid,2026-07-03
RF000681,U001142,U001148,109.77,paid,2026-01-26
RF000682,U001142,U001149,279.61,pending,2026-02-04
RF000683,U001142,U001150,77.45,paid,2026-01-17
RF000684,U001142,U001151,163.33,paid,2025-11-30
RF000685,U001142,U001152,265.65,paid,2026-05-11
RF000686,U001142,U001153,109.14,pending,2026-05-30
RF000687,U001142,U001154,281.36,paid,2026-01-20
RF000688,U001142,U001155,295.33,paid,2025-11-04
RF000689,U001142,U001156,195.24,paid,2026-07-19
RF000690,U001142,U001157,293.36,paid,2026-04-01
RF000691,U001142,U001158,200.83,paid,2026-04-05
RF000692,U001142,U001159,61.5,paid,2026-04-02
RF000693,U001142,U001160,120.48,paid,2026-04-05
RF000694,U001142,U001161,268.22,paid,2026-05-27
RF000695,U001142,U001162,157.33,paid,2025-11-08
RF000696,U001142,U001163,117.92,paid,2026-02-20
RF000697,U001142,U001164,144.25,paid,2026-06-11
RF000698,U001142,U001165,274.82,paid,2025-12-08
RF000699,U001142,U001166,121.31,clawed_back,2026-01-31
RF000700,U001142,U001167,151.16,paid,2026-01-20
RF000701,U001142,U001168,87.89,pending,2026-03-24
RF000702,U001169,U001170,283.69,paid,2026-02-11
RF000703,U001169,U001171,144.75,paid,2025-11-29
RF000704,U001169,U001172,244.7,paid,2026-05-07
RF000705,U001169,U001173,252.9,paid,2025-12-03
RF000706,U001169,U001174,195.47,paid,2025-11-08
RF000707,U001169,U001175,287.62,pending,2025-10-31
RF000708,U001169,U001176,257.65,paid,2026-03-22
RF000709,U001169,U001177,181.17,paid,2025-09-21
RF000710,U001169,U001178,158.14,paid,2026-05-25
RF000711,U001169,U001179,179.33,paid,2026-01-25
RF000712,U001169,U001180,271.22,paid,2026-02-03
RF000713,U001169,U001181,270.53,clawed_back,2025-09-24
RF000714,U001169,U001182,257.15,paid,2026-04-11
RF000715,U001169,U001183,203.86,paid,2025-11-23
RF000716,U001169,U001184,118.6,paid,2025-11-10
RF000717,U001169,U001185,158.96,paid,2026-01-18
RF000718,U001169,U001186,248.85,paid,2025-12-08
RF000719,U001169,U001187,80.6,paid,2026-01-21
RF000720,U001169,U001188,296.32,paid,2025-10-29
RF000721,U001169,U001189,182.43,paid,2025-12-21
RF000722,U001169,U001190,152.15,paid,2026-01-10
RF000723,U001169,U001191,59.22,paid,2026-03-07
RF000724,U001169,U001192,189.62,paid,2026-04-15
RF000725,U001169,U001193,196.44,pending,2025-11-22
RF000726,U001169,U001194,152.89,paid,2025-11-29
RF000727,U001169,U001195,161.59,paid,2025-10-18
RF000728,U001169,U001196,50.87,paid,2026-05-30
RF000729,U001169,U001197,270.69,pending,2025-09-18
RF000730,U001169,U001198,258.06,paid,2026-04-21
RF000731,U001169,U001199,74.91,paid,2026-04-29
RF000732,U001169,U001200,73.24,paid,2026-04-29
RF000733,U001169,U001201,157.87,paid,2026-04-29
RF000734,U001169,U001202,109.76,paid,2026-01-22
RF000735,U001169,U001203,68.43,paid,2025-11-04
RF000736,U001169,U001204,114.93,paid,2026-05-29
RF000737,U001169,U001205,75.89,paid,2025-11-27
RF000738,U001169,U001206,252.97,paid,2026-02-04
RF000739,U001207,U001208,209.78,paid,2026-02-02
RF000740,U001207,U001209,203.26,paid,2026-06-20
RF000741,U001207,U001210,275.76,pending,2026-06-05
RF000742,U001207,U001211,77.42,paid,2026-05-26
RF000743,U001207,U001212,230.85,paid,2026-02-17
RF000744,U001207,U001213,149.89,paid,2026-03-11
RF000745,U001207,U001214,145.31,paid,2026-03-31
RF000746,U001207,U001215,268.35,paid,2025-12-20
RF000747,U001207,U001216,213.82,paid,2026-01-08
RF000748,U001207,U001217,160.96,paid,2026-04-14
RF000749,U001207,U001218,124.04,paid,2026-05-13
RF000750,U001207,U001219,81.73,pending,2026-04-18
RF000751,U001207,U001220,190.62,paid,2026-04-23
RF000752,U001207,U001221,269.12,paid,2025-11-29
RF000753,U001207,U001222,205.98,paid,2025-11-07
RF000754,U001207,U001223,122.86,paid,2026-01-11
RF000755,U001207,U001224,226.65,paid,2026-06-05
RF000756,U001207,U001225,297.49,paid,2026-04-19
RF000757,U001207,U001226,206.22,paid,2026-03-04
RF000758,U001207,U001227,76.94,paid,2026-05-14
RF000759,U001207,U001228,232.55,paid,2026-04-26
RF000760,U001207,U001229,246.59,paid,2026-05-01
RF000761,U001207,U001230,268.84,paid,2026-02-28
RF000762,U001207,U001231,199.99,paid,2026-04-17
RF000763,U001207,U001232,104.24,pending,2026-05-08
RF000764,U001207,U001233,238.88,paid,2026-01-21
RF000765,U001207,U001234,219.32,paid,2025-11-01
RF000766,U001207,U001235,227.16,pending,2026-02-17
RF000767,U001207,U001236,78.87,paid,2026-03-23
RF000768,U001207,U001237,141.05,paid,2025-11-14
RF000769,U001207,U001238,212.43,paid,2026-05-29
RF000770,U001207,U001239,239.62,paid,2025-11-12
RF000771,U001207,U001240,88.41,pending,2025-11-02
RF000772,U001207,U001241,84.88,paid,2026-01-21
RF000773,U001207,U001242,188.36,paid,2026-03-15
RF000774,U001207,U001243,262.33,paid,2025-11-26
RF000775,U001207,U001244,50.7,pending,2026-04-07
RF000776,U001207,U001245,191.2,pending,2025-10-28
RF000777,U001207,U001246,233.5,paid,2025-12-20
RF000778,U001207,U001247,297.68,paid,2026-02-06
RF000779,U006915,U004652,295.51,paid,2026-08-27
RF000780,U004323,U002745,209.45,paid,2025-10-27
RF000781,U005885,U006057,280.44,pending,2026-06-30
RF000782,U007065,U003125,227.62,paid,2026-05-03
RF000783,U002632,U006860,53.87,paid,2026-02-13
RF000784,U002049,U007170,274.23,paid,2026-04-22
RF000785,U002783,U002164,74.56,paid,2025-12-07
RF000786,U003089,U002148,227.99,pending,2026-01-10
RF000787,U005727,U004713,167.75,pending,2025-11-09
RF000788,U006022,U007255,289.74,paid,2026-01-20
RF000789,U006480,U005312,151.22,paid,2025-10-12
RF000790,U003285,U003357,210.45,paid,2026-08-16
RF000791,U007172,U003790,237.35,paid,2026-08-08
RF000792,U007123,U001725,157.19,paid,2026-01-24
RF000793,U003981,U004589,267.07,clawed_back,2026-06-19
RF000794,U004423,U005552,216.89,paid,2025-12-23
RF000795,U007120,U002922,191.82,paid,2025-12-29
RF000796,U004795,U006090,122.94,pending,2025-09-16
RF000797,U005477,U004573,101.32,clawed_back,2026-03-08
RF000798,U003469,U004458,242.44,paid,2026-08-21
RF000799,U003441,U004374,214.03,paid,2026-08-27
RF000800,U004591,U004175,217.39,paid,2026-03-14
RF000801,U005890,U004184,172.79,clawed_back,2026-01-07
RF000802,U002231,U006581,132.24,paid,2026-03-13
RF000803,U005504,U002416,73.93,pending,2025-11-11
RF000804,U005769,U003883,121.21,pending,2026-01-25
RF000805,U005669,U006060,206.81,pending,2026-07-28
RF000806,U002447,U002894,149.88,paid,2025-11-25
RF000807,U005628,U005121,141.59,paid,2025-11-09
RF000808,U001656,U002899,66.07,paid,2026-05-01
RF000809,U006699,U006363,210.75,paid,2026-07-30
RF000810,U006249,U001861,239.95,paid,2026-01-19
RF000811,U003054,U006612,136.56,paid,2026-07-30
RF000812,U005443,U006550,241.15,clawed_back,2025-10-30
RF000813,U005629,U006271,240.91,paid,2025-11-16
RF000814,U002023,U003607,256.34,paid,2026-02-19
RF000815,U006377,U003124,166.56,paid,2026-01-16
RF000816,U005132,U003844,288.63,paid,2026-06-02
RF000817,U002781,U004141,281.25,paid,2025-11-29
RF000818,U002791,U005337,88.81,paid,2025-11-23
RF000819,U005413,U005896,256.44,paid,2026-02-22
RF000820,U002180,U007486,140.04,paid,2026-06-01
RF000821,U003665,U006707,161.23,paid,2025-11-10
RF000822,U003664,U002355,174.65,paid,2026-01-20
RF000823,U007195,U006134,179.18,paid,2026-04-22
RF000824,U003928,U006875,83.55,paid,2026-05-01
RF000825,U006799,U002463,97.06,paid,2025-09-28
RF000826,U005680,U005869,149.76,paid,2026-06-25
RF000827,U001720,U003615,279.71,pending,2026-04-29
RF000828,U007171,U006553,270.02,paid,2025-10-12
RF000829,U002217,U005132,218.25,pending,2026-05-22
RF000830,U005039,U003437,237.34,pending,2025-11-01
RF000831,U003064,U004857,246.1,paid,2026-06-08
RF000832,U005270,U006676,292.75,paid,2025-10-06
RF000833,U004711,U006959,104.23,paid,2025-11-09
RF000834,U005610,U003786,176.21,pending,2025-12-19
RF000835,U002034,U002990,134.28,paid,2025-09-11
RF000836,U005493,U005617,92.3,paid,2026-06-25
RF000837,U005416,U002187,210.04,paid,2026-07-01
RF000838,U003533,U001601,138.3,paid,2026-04-15
RF000839,U007347,U005374,94.3,paid,2026-08-24
RF000840,U001510,U004879,201.9,pending,2026-04-25
RF000841,U003262,U006384,139.32,pending,2026-05-16
RF000842,U002364,U006812,53.84,pending,2025-10-19
RF000843,U003351,U003577,200.89,paid,2026-05-28
RF000844,U005793,U006313,94.67,paid,2026-02-11
RF000845,U005548,U005170,195.52,pending,2026-08-02
RF000846,U002336,U004479,219.94,paid,2026-02-08
RF000847,U004146,U006019,242.5,paid,2025-10-15
RF000848,U001864,U007320,151.71,paid,2026-05-30
RF000849,U001552,U001972,171.57,paid,2026-04-30
RF000850,U006211,U007283,297.96,paid,2026-02-21
RF000851,U005255,U005199,108.02,paid,2026-03-22
RF000852,U005570,U003877,162.58,paid,2026-04-18
RF000853,U005543,U007104,60.17,paid,2025-10-18
RF000854,U003194,U005197,284.38,paid,2026-01-13
RF000855,U002350,U007368,233.43,paid,2026-07-18
RF000856,U007006,U005035,251.14,clawed_back,2025-12-04
RF000857,U002831,U006021,237.57,pending,2026-01-23
RF000858,U005706,U007374,135.6,paid,2026-04-17
RF000859,U005788,U003302,223.75,paid,2026-06-25
RF000860,U007218,U005828,104.45,paid,2026-04-01
RF000861,U004380,U005616,164.66,pending,2026-08-23
RF000862,U001503,U007200,122.57,paid,2026-06-29
RF000863,U005971,U005820,211.75,paid,2026-01-13
RF000864,U003623,U003910,121.36,paid,2025-11-02
RF000865,U005815,U007443,182.89,paid,2025-11-22
RF000866,U003445,U002650,156.71,paid,2026-07-25
RF000867,U005917,U001678,110.39,paid,2026-07-20
RF000868,U004550,U005944,72.21,paid,2026-03-13
RF000869,U003067,U006599,82.5,paid,2025-10-09
RF000870,U006784,U002861,99.6,paid,2026-05-20
RF000871,U007031,U003046,188.21,clawed_back,2025-11-04
RF000872,U005981,U005045,202.92,paid,2026-02-17
RF000873,U004725,U007020,178.77,paid,2026-05-28
RF000874,U003779,U005382,256.23,pending,2025-09-16
RF000875,U006072,U001530,286.02,clawed_back,2026-02-07
RF000876,U006039,U001893,182.16,paid,2025-10-26
RF000877,U001940,U006851,85.14,clawed_back,2026-03-27
RF000878,U005807,U003788,297.26,clawed_back,2025-12-19
RF000879,U003209,U006510,95.45,paid,2026-08-23
RF000880,U005638,U002930,172.2,pending,2025-11-13
RF000881,U004892,U003612,255.5,paid,2026-07-04
RF000882,U006994,U007040,85.29,pending,2025-12-12
RF000883,U006532,U006827,80.93,paid,2026-05-04
RF000884,U001758,U007106,156.54,paid,2026-08-10
RF000885,U004831,U006388,290.71,clawed_back,2026-06-22
RF000886,U002967,U004127,148.65,paid,2025-10-26
RF000887,U004537,U005907,294.34,pending,2026-02-07
RF000888,U003744,U006088,118.52,paid,2026-05-10
RF000889,U002054,U004533,225.98,paid,2025-11-28
RF000890,U006819,U004331,169.09,paid,2026-01-17
RF000891,U002088,U002004,94.02,paid,2026-02-22
RF000892,U006610,U001870,176.4,paid,2025-12-02
RF000893,U003379,U001566,224.51,paid,2026-08-04
RF000894,U002887,U006979,278.92,paid,2026-02-15
RF000895,U003065,U005241,196.64,paid,2026-05-09
RF000896,U004690,U002984,209.05,paid,2025-10-15
RF000897,U004486,U005293,175.8,paid,2026-01-08
RF000898,U006406,U004182,82.2,paid,2026-04-16
RF000899,U005841,U002048,121.54,clawed_back,2026-01-03
RF000900,U004074,U003878,195.88,paid,2026-04-02
RF000901,U007150,U006613,263.53,pending,2025-09-18
RF000902,U006812,U003730,121.19,paid,2025-11-11
RF000903,U001765,U005714,287.79,paid,2026-04-11
RF000904,U006253,U003486,135.73,paid,2025-10-14
RF000905,U006595,U007458,175.83,pending,2026-08-01
RF000906,U005767,U003930,290.16,paid,2025-10-24
RF000907,U003595,U003127,185.94,clawed_back,2026-02-04
RF000908,U005518,U003194,191.46,paid,2025-12-25
RF000909,U005467,U005525,104.87,paid,2026-01-05
RF000910,U004862,U004093,170.09,paid,2026-06-17
RF000911,U007144,U005222,279.07,pending,2026-03-28
RF000912,U004182,U005103,266.8,paid,2026-04-18
RF000913,U002371,U005128,276.04,paid,2026-08-07
RF000914,U002908,U006484,149.06,paid,2026-08-24
RF000915,U001982,U005007,173.68,pending,2026-01-19
RF000916,U001880,U004296,192.17,paid,2026-03-07
RF000917,U002473,U006738,178.45,paid,2025-09-13
RF000918,U004388,U006092,51.0,paid,2026-01-16
RF000919,U001864,U005372,267.36,paid,2026-05-05
RF000920,U005191,U003491,144.18,paid,2026-05-02
RF000921,U001734,U006417,74.95,paid,2026-06-08
RF000922,U004281,U003592,53.47,paid,2026-04-24
RF000923,U004152,U003689,266.9,paid,2026-02-13
RF000924,U002583,U004651,129.22,paid,2025-12-08
RF000925,U004292,U005692,208.87,paid,2026-05-26
RF000926,U005447,U005401,178.22,pending,2026-05-11
RF000927,U004998,U004091,234.08,paid,2025-11-14
RF000928,U002018,U002092,132.13,clawed_back,2026-07-14
RF000929,U002627,U003362,163.68,paid,2025-12-25
RF000930,U005280,U001715,51.72,paid,2026-06-06
RF000931,U005151,U006073,273.11,paid,2026-04-08
RF000932,U006166,U003866,264.24,pending,2026-06-05
RF000933,U001767,U006151,63.31,clawed_back,2026-01-02
RF000934,U005346,U003551,192.99,paid,2026-03-15
RF000935,U006117,U002885,283.63,paid,2025-12-03
RF000936,U001606,U006049,271.37,paid,2026-03-13
RF000937,U003522,U005884,282.89,paid,2026-04-29
RF000938,U003673,U004923,206.91,pending,2026-03-13
RF000939,U003731,U002162,85.36,paid,2026-07-13
RF000940,U006991,U005940,208.71,paid,2026-08-27
RF000941,U005457,U006440,239.88,paid,2025-12-09
RF000942,U004275,U004941,267.37,pending,2026-06-02
RF000943,U006889,U003695,116.19,paid,2026-03-14
RF000944,U001977,U006555,283.62,paid,2025-11-03
RF000945,U003033,U003806,117.66,paid,2025-12-03
RF000946,U006377,U002472,292.68,pending,2026-01-25
RF000947,U003372,U002057,160.08,paid,2025-11-15
RF000948,U004841,U007467,199.06,paid,2025-12-06
RF000949,U001660,U003251,246.96,paid,2026-06-18
RF000950,U003188,U004555,216.31,paid,2026-04-04
RF000951,U002190,U005572,111.99,paid,2025-09-17
RF000952,U005160,U002291,188.45,paid,2026-03-27
RF000953,U005765,U002081,147.12,paid,2026-03-12
RF000954,U004703,U001955,139.54,paid,2026-07-22
RF000955,U004874,U002844,55.63,clawed_back,2026-02-06
RF000956,U002389,U002706,169.12,paid,2026-06-06
RF000957,U003054,U006594,186.07,paid,2026-08-06
RF000958,U001558,U004951,245.26,paid,2025-12-02
RF000959,U004280,U006373,145.38,paid,2026-03-26
RF000960,U004941,U004672,147.12,paid,2026-07-01
RF000961,U002463,U001956,183.51,paid,2025-10-04
RF000962,U002550,U004003,256.97,paid,2026-06-03
RF000963,U002278,U001615,181.58,pending,2026-03-10
RF000964,U005498,U005207,219.26,paid,2026-08-15
RF000965,U005867,U001913,157.26,paid,2026-07-24
RF000966,U006476,U006201,105.59,paid,2025-11-16
RF000967,U004594,U007468,265.51,pending,2025-10-07
RF000968,U001821,U006973,271.09,paid,2026-03-19
RF000969,U006374,U003140,288.12,paid,2026-05-18
RF000970,U002384,U004319,225.42,paid,2026-03-28
RF000971,U002813,U006249,63.78,paid,2026-01-04
RF000972,U007079,U004989,158.21,paid,2026-04-14
RF000973,U007155,U005878,184.06,paid,2026-03-16
RF000974,U006305,U004549,144.5,paid,2025-10-10
RF000975,U003561,U005294,241.87,paid,2025-09-09
RF000976,U004290,U004394,109.28,paid,2026-05-23
RF000977,U004741,U007473,71.21,paid,2026-03-22
RF000978,U001652,U004196,132.79,paid,2026-05-26
RF000979,U004970,U006618,252.93,pending,2026-03-21
RF000980,U005696,U005333,101.72,paid,2025-11-16
RF000981,U005106,U004648,175.54,paid,2026-05-18
RF000982,U005635,U004507,227.85,paid,2026-01-29
RF000983,U001954,U004077,111.22,paid,2026-03-19
RF000984,U003698,U002427,68.69,paid,2025-09-27
RF000985,U002737,U002610,291.13,paid,2026-07-16
RF000986,U003166,U007245,140.59,pending,2026-02-11
RF000987,U003314,U003047,128.48,paid,2026-06-30
RF000988,U002382,U001762,129.61,paid,2025-11-07
RF000989,U006193,U005019,288.78,paid,2026-06-26
RF000990,U003454,U003068,210.65,pending,2025-11-14
RF000991,U004148,U003006,121.08,paid,2025-12-17
RF000992,U007156,U002018,273.28,paid,2026-06-29
RF000993,U001655,U007246,259.21,paid,2026-05-09
RF000994,U006560,U003874,89.69,paid,2026-08-27
RF000995,U004618,U006012,251.35,paid,2026-03-20
RF000996,U002002,U001721,58.68,paid,2026-02-17
RF000997,U002317,U006177,246.23,paid,2026-07-04
RF000998,U006874,U001719,102.27,paid,2025-09-27
RF000999,U005554,U002391,175.62,paid,2026-04-26
RF001000,U006996,U003298,90.49,paid,2026-01-12
RF001001,U004263,U003393,160.92,paid,2025-10-24
RF001002,U002562,U006182,268.27,paid,2026-04-25
RF001003,U003881,U002983,266.14,pending,2026-02-19
RF001004,U002736,U006741,67.12,paid,2025-11-04
RF001005,U004512,U004823,248.42,paid,2025-10-01
RF001006,U004242,U003144,87.45,paid,2025-11-10
RF001007,U006668,U004775,165.78,paid,2025-12-09
RF001008,U006320,U001596,93.52,paid,2026-07-21
RF001009,U005702,U004232,160.7,paid,2026-06-30
RF001010,U001827,U003865,220.57,paid,2026-06-13
RF001011,U004580,U006832,92.28,clawed_back,2026-01-30
RF001012,U006076,U004012,106.37,paid,2026-06-05
RF001013,U003214,U006255,81.28,paid,2025-12-15
RF001014,U004795,U003168,51.89,paid,2025-09-12
RF001015,U007335,U002989,174.3,paid,2025-11-20
RF001016,U007055,U007295,186.6,paid,2025-10-27
RF001017,U006993,U006746,154.11,pending,2026-08-15
RF001018,U006943,U004454,71.54,paid,2025-10-14
RF001019,U002590,U004916,265.84,paid,2026-04-02
RF001020,U006955,U005760,265.69,clawed_back,2026-05-16
RF001021,U004927,U002580,150.71,paid,2025-10-04
RF001022,U006482,U006121,68.26,paid,2026-08-11
RF001023,U001879,U007213,255.62,paid,2026-08-27
RF001024,U005729,U005092,202.78,paid,2026-04-05
RF001025,U004261,U002945,162.12,pending,2026-08-15
RF001026,U007411,U003542,221.07,paid,2026-01-28
RF001027,U004594,U006809,287.97,paid,2025-10-30
RF001028,U002337,U001632,273.59,paid,2025-09-24
RF001029,U002324,U005769,213.17,paid,2026-01-12
